skill_code,skill_title,bank,question_id,question,options,correct_answer,explanation,response_type,question_type,cognitive_demand,acceptance_note,visual,ixl_reference_url,curriculum_source,qa_status
AC9M1N02,Partitioning Tens and Ones,practice,P12,"Eight counters are split into THREE groups.
The first two groups have 2 counters and 1 counter.
How many counters must be in the third group?",{},5,The first two groups use 3 counters. The other 5 complete the whole set of 8.,short_answer,complete three-part partition,apply,,"{""type"": ""table"", ""headers"": [""Whole"", ""Group 1"", ""Group 2"", ""Group 3""], ""rows"": [[""8"", ""2"", ""1"", ""?""]]}",https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P13,Which model shows 41 counters?,"{""A"": ""3 full strips of 10 and 1 loose counter"", ""B"": ""3 full strips of 10 and 11 loose counters"", ""C"": ""4 full strips of 10 and 11 loose counters""}",B,30 and 11 make 41. A number can be shown with more than 9 loose counters.,mcq,recognise nonstandard representation,apply,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P14,"70 is split into two parts. One part is 60.
What is the other part?","{""A"": ""1"", ""B"": ""60"", ""C"": ""10""}",C,60 and 10 make 70. Both parts are whole tens.,mcq,partition a multiple of ten,apply,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P15,Which pair of splits BOTH make 53?,"{""A"": ""50 + 3 and 30 + 13"", ""B"": ""5 + 3 and 20 + 33"", ""C"": ""50 + 3 and 20 + 33""}",C,50 and 3 make 53. Moving 30 into the other part gives 20 and 33.,mcq,identify equivalent numeric partitions,reason,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P16,"56 is shown as 5 full strips of 10 and 6 loose counters.
One strip is opened into 10 loose counters.
Complete the new model: 4 full strips and __ loose counters.",{},16,"Opening one strip moves 10 counters into the loose group. The loose group now has 16, and the whole is still 56.",short_answer,trade ten within representation,reason,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P17,"A child writes this split: 26 = 20 + 16.
Keep the 20. What should replace 16?","{""A"": ""10"", ""B"": ""6"", ""C"": ""26""}",B,"The tens part is 20, so the ones part must be 6. 20 and 16 would make 36.",mcq,repair incorrect partition,reason,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P18,"74 counters are shown with 6 full strips of 10 and some loose counters.
How many loose counters are needed?","{""A"": ""4"", ""B"": ""24"", ""C"": ""14""}",C,Six strips show 60. Another 14 counters make 74.,mcq,nonstandard tens-and-ones model,apply,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P19,"Nine counters are split into three groups.
Which set of parts uses exactly 9 counters?","{""A"": ""3, 3 and 4"", ""B"": ""2, 3 and 4"", ""C"": ""2, 4 and 4""}",B,"2, 3 and 4 together make the whole set of 9.",mcq,choose three-part partition,apply,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P20,"Split 72 into two parts in TWO different ways.
For one way, use 70 as a part.
For the other way, use 60 as a part.",{},70 + 2; 60 + 12,"72 can be 70 and 2, or 60 and 12. Both splits keep the same whole.",short_answer,create equivalent partitions,create,"Accept 70 and 2, plus 60 and 12; allow reversed order within either pair.",null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P21,"91 counters are split into tens and ones.
Which row is correct?
A: 9 tens, 1 one
B: 1 ten, 9 ones
C: 9 tens, 10 ones","{""A"": ""A"", ""B"": ""C"", ""C"": ""B""}",A,Nine tens make 90. One more makes 91.,mcq,select standard partition in table,apply,,"{""type"": ""table"", ""headers"": [""Row"", ""Tens"", ""Ones""], ""rows"": [[""A"", ""9"", ""1""], [""B"", ""1"", ""9""], [""C"", ""9"", ""10""]]}",https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P22,"38 blocks are shown as 3 groups of 10 and 8 single blocks.
One group of 10 is put on the left. Everything else is put on the right.
Which split is made?","{""A"": ""10 and 38"", ""B"": ""10 and 28"", ""C"": ""30 and 8""}",B,"The right side has 2 tens and 8 ones, or 28. The split is 10 and 28.",mcq,regroup concrete parts,reason,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P23,Which split makes 60 with two equal parts?,"{""A"": ""30 and 30"", ""B"": ""20 and 40"", ""C"": ""50 and 10""}",A,"30 and 30 make 60, and both parts have the same value.",mcq,partition with equal-parts condition,reason,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,practice,P24,"47 counters can be shown as 4 full strips of 10 and 7 loose counters.
Show the same number using exactly 3 full strips.
How many loose counters do you need?",{},17,Three strips show 30 counters. The other 17 make the whole set of 47.,short_answer,construct alternative representation,create,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T01,"A set has 5 counters. It is split into a group of 2 and another group.
How many counters are in the other group?","{""A"": ""4"", ""B"": ""2"", ""C"": ""3""}",C,5 can be partitioned into 2 and 3.,mcq,missing part of a collection,apply,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T02,"Which split matches this picture?
● ● ● ● ● ● ● | ● ●","{""A"": ""6 and 3"", ""B"": ""7 and 3"", ""C"": ""7 and 2""}",C,There are 7 counters on the left and 2 on the right. Together they show 9.,mcq,read concrete two-part partition,recognise,,"{""type"": ""groups"", ""groups"": [7, 2], ""label"": ""Counters""}",https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T03,Which two parts make 68?,"{""A"": ""60 and 18"", ""B"": ""60 and 8"", ""C"": ""6 and 8""}",B,"68 has 6 tens and 8 ones, so it can be split into 60 and 8.",mcq,standard tens-and-ones partition,apply,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T04,"Split 7 counters into two non-empty groups of different sizes.
Write the two parts.",{},3 and 4,3 and 4 is one possible split of 7. Both groups are non-empty and have different sizes.,short_answer,create two-part partition,create,"Accept any two positive whole numbers with total 7, in either order.",null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T05,"43 is split into 30 and another part.
Which part is missing?","{""A"": ""3"", ""B"": ""13"", ""C"": ""23""}",B,30 and 13 make 43.,mcq,nonstandard missing part,apply,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T06,"A model has 2 full strips of 10 and 16 loose counters.
Which number does it show?","{""A"": ""26"", ""B"": ""46"", ""C"": ""36""}",C,"The two strips show 20. With 16 more, the total is 36.",mcq,recognise nonstandard representation,apply,,"{""type"": ""table"", ""headers"": [""Full strips of 10"", ""Loose counters""], ""rows"": [[""2"", ""16""]]}",https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T07,Which pair of splits BOTH make 85?,"{""A"": ""80 + 5 and 70 + 15"", ""B"": ""80 + 5 and 70 + 5"", ""C"": ""8 + 5 and 70 + 15""}",A,80 and 5 make 85. 70 and 15 make the same whole.,mcq,identify equivalent numeric partitions,reason,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T08,"62 counters are shown as 6 full strips of 10 and 2 loose counters.
One strip is opened.
Complete the new model: 5 full strips and __ loose counters.",{},12,"The opened strip gives 10 loose counters. Together with the 2 already loose, there are 12.",short_answer,trade ten within representation,reason,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T09,"Six beads are split into three groups.
Which parts use all 6 beads?","{""A"": ""1, 2 and 3"", ""B"": ""2, 2 and 3"", ""C"": ""1, 3 and 3""}",A,"1, 2 and 3 together make 6.",mcq,choose three-part partition,apply,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T10,"A child writes 58 = 50 + 18.
Keep the 50. Which part should replace 18?","{""A"": ""5"", ""B"": ""8"", ""C"": ""28""}",B,58 splits into 50 and 8. 50 and 18 would make 68.,mcq,repair incorrect partition,reason,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T11,"A whole set of 80 counters is split into 50 and another part.
What is the other part?","{""A"": ""30"", ""B"": ""3"", ""C"": ""20""}",A,50 and 30 make 80.,mcq,partition a multiple of ten,apply,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T12,"Write two different splits of 24.
One split must use 20. The other must use 10.",{},20 + 4; 10 + 14,20 and 4 make 24. 10 and 14 also make 24.,short_answer,create equivalent partitions,create,"Accept 20 and 4, plus 10 and 14; allow reversed order within either pair.",null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T13,"Two models are shown. Each full strip holds 10 counters.
A: 7 full strips and 9 loose counters.
B: 6 full strips and 19 loose counters.
Which model shows 79?","{""A"": ""Both A and B"", ""B"": ""Only A"", ""C"": ""Only B""}",A,70 and 9 make 79. 60 and 19 make the same number.,mcq,compare equivalent partitions,reason,,"{""type"": ""table"", ""headers"": [""Model"", ""Full strips of 10"", ""Loose counters""], ""rows"": [[""A"", ""7"", ""9""], [""B"", ""6"", ""19""]]}",https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T14,"A split of 8 counters has two equal parts.
Which statement is true?","{""A"": ""Each part has 8 counters"", ""B"": ""Each part has 3 counters"", ""C"": ""Each part has 4 counters""}",C,Two parts of 4 make the whole set of 8.,mcq,partition with equal-parts condition,apply,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T15,"95 counters are shown using exactly 8 full strips of 10.
How many loose counters are needed?","{""A"": ""25"", ""B"": ""15"", ""C"": ""5""}",B,Eight strips show 80. Another 15 counters make 95.,mcq,nonstandard tens-and-ones model,apply,,null,https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N02,Partitioning Tens and Ones,test,T16,"A set of 9 tiles is split into THREE groups.
Two groups have 4 tiles and 1 tile.
Write how many tiles are in the third group.",{},4,4 and 1 use 5 tiles. The other 4 tiles complete the whole set of 9.,short_answer,complete three-part partition,apply,,"{""type"": ""table"", ""headers"": [""Whole"", ""Group 1"", ""Group 2"", ""Group 3""], ""rows"": [[""9"", ""4"", ""1"", ""?""]]}",https://au.ixl.com/maths/year-1/ways-to-make-a-number-tens-and-ones,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N03,Skip Counting and Equal Groups,practice,P01,"Count these counters in pairs.
(● ●)  (● ●)  (● ●)  (● ●)
How many counters are there?","{""A"": ""8"", ""B"": ""10"", ""C"": ""4""}",A,"Count 2, 4, 6, 8. Four pairs contain 8 counters.",mcq,count visible pairs,apply,,"{""type"": ""groups"", ""groups"": [2, 2, 2, 2], ""label"": ""Counters""}",https://au.ixl.com/maths/year-1/count-objects-to-120,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N03,Skip Counting and Equal Groups,practice,P02,"There are three groups of buttons. Each group has 5 buttons.
(5 buttons)  (5 buttons)  (5 buttons)
How many buttons are there altogether?","{""A"": ""15"", ""B"": ""20"", ""C"": ""10""}",A,"Count the groups by fives: 5, 10, 15.",mcq,count groups of five,apply,,"{""type"": ""groups"", ""groups"": [5, 5, 5], ""label"": ""Buttons""}",https://au.ixl.com/maths/year-1/count-objects-to-120,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N03,Skip Counting and Equal Groups,practice,P03,"Each full card holds 10 stickers. Five cards are full.
How many stickers are there?","{""A"": ""5"", ""B"": ""50"", ""C"": ""15""}",B,"Count the full cards by tens: 10, 20, 30, 40, 50.",mcq,count full groups of ten,apply,,"{""type"": ""groups"", ""groups"": [10, 10, 10, 10, 10], ""label"": ""Stickers""}",https://au.ixl.com/maths/year-1/count-objects-to-120,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N03,Skip Counting and Equal Groups,practice,P04,"Count all the counters.
Full group: ● ● ● ● ● ● ● ● ● ●
Extra group: ● ● ● ● ● ●
How many counters are there?",{},16,The full group has 10 counters. Count on 6 more to reach 16.,short_answer,known ten plus partial group,apply,,"{""type"": ""groups"", ""groups"": [10, 6], ""label"": ""Counters""}",https://au.ixl.com/maths/year-1/count-objects-to-120,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1N03,Skip Counting and Equal Groups,practice,P05,"Each full pot holds 10 pencils. There are 7 full pots and 2 loose pencils.
How many pencils are there altogether?","{""A"": ""72"", ""B"": ""27"", ""C"": ""79""}",A,The pots hold 70 pencils. Count on 2 more to reach 72.,mcq,count tens with loose objects,apply,,"{""type"": ""table"", ""headers"": [""Full pots of 10"", ""Loose pencils""], ""rows"": [[""7"", ""2""]]}",https://au.ixl.com/maths/year-1/count-objects-to-120,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
